instant,season,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,dy,pred
12986,3,6,0,6,0,1,0.64,0.89,0.1642,30,20.726381156671472
12987,3,7,0,6,0,1,0.64,0.89,0.1642,30,50.381471984412826
12988,3,8,0,6,0,1,0.64,0.89,0.1642,30,125.01718478630222
12989,3,9,0,6,0,1,0.64,0.89,0.1642,30,173.32431846093235
12990,3,10,0,6,0,1,0.88,0.3,0.2537,30,289.5093534285449
12991,3,11,0,6,0,1,0.88,0.3,0.2537,30,318.92106678108905
12992,3,12,0,6,0,1,0.88,0.3,0.2537,30,348.2265052835104
12993,3,13,0,6,0,1,0.88,0.3,0.2537,30,348.2919338023357
12994,3,14,0,6,0,1,0.88,0.3,0.2537,30,348.2919338023357
12995,3,15,0,6,0,1,0.88,0.3,0.2537,30,348.2919338023357
12996,3,16,0,6,0,1,0.9,0.29,0.1642,30,367.313868089701
12997,3,17,0,6,0,1,0.88,0.32,0.1343,30,355.18736495427356
12998,3,18,0,6,0,1,0.88,0.35,0.0,30,347.4529177684661
12999,3,19,0,6,0,1,0.84,0.44,0.2537,30,328.10156015353994
13000,3,20,0,6,0,1,0.82,0.52,0.1642,30,246.9935531147647
13001,3,21,0,6,0,1,0.82,0.52,0.1642,30,220.74364052547554
13002,3,22,0,6,0,1,0.78,0.62,0.1642,30,181.58861802417
13003,3,23,0,6,0,1,0.78,0.62,0.0896,30,132.78932894674784
13004,3,0,0,0,0,1,0.76,0.66,0.0,1,115.21322908913633
13005,3,1,0,0,0,1,0.74,0.7,0.1343,1,84.58177667868819
13006,3,2,0,0,0,1,0.72,0.74,0.0896,1,69.89962057606971
13007,3,3,0,0,0,1,0.72,0.84,0.1343,1,33.50993166530128
13008,3,4,0,0,0,1,0.7,0.79,0.194,1,8.333283727266153
13009,3,5,0,0,0,1,0.68,0.79,0.1045,1,10.686304932098695
13010,3,6,0,0,0,1,0.7,0.79,0.0896,1,30.47670819526361
13011,3,7,0,0,0,1,0.74,0.7,0.0,1,45.48386946652485
13012,3,8,0,0,0,1,0.78,0.62,0.1045,1,100.06166242644352
13013,3,9,0,0,0,1,0.82,0.56,0.0,1,191.7271416724273
13014,3,10,0,0,0,1,0.86,0.44,0.2985,1,293.369362938473
13015,3,11,0,0,0,1,0.88,0.39,0.2239,1,324.28725137795385
13016,3,12,0,0,0,1,0.9,0.37,0.2239,1,352.6380092766471
13017,3,13,0,0,0,1,0.92,0.33,0.2537,1,352.63647846996986
13018,3,14,0,0,0,1,0.92,0.33,0.2537,1,352.63647846996986
13019,3,15,0,0,0,1,0.9,0.37,0.2836,1,352.7034377954725
13020,3,16,0,0,0,1,0.92,0.33,0.2985,1,369.44647178373225
13021,3,17,0,0,0,1,0.92,0.26,0.2985,1,348.5787022561317
13022,3,18,0,0,0,1,0.88,0.32,0.3582,1,350.2169393780534
13023,3,19,0,0,0,1,0.84,0.39,0.1343,1,330.05393693281104
13024,3,20,0,0,0,1,0.84,0.39,0.1343,1,256.1851132449137
13025,3,21,0,0,0,1,0.84,0.39,0.1343,1,191.9886429108132
13026,3,22,0,0,0,1,0.82,0.43,0.1343,1,151.73304038774072
13027,3,23,0,0,0,3,0.78,0.52,0.1642,1,79.9343865310019
13028,3,0,0,1,1,2,0.76,0.58,0.2239,2,67.1509960777972
13029,3,1,0,1,1,2,0.76,0.58,0.194,2,43.179664820627
13030,3,2,0,1,1,2,0.74,0.51,0.2537,2,11.622356998115116
13031,3,3,0,1,1,2,0.72,0.54,0.4179,2,5.818977119091447
13032,3,4,0,1,1,2,0.72,0.54,0.2985,2,5.944118339741925
13033,3,5,0,1,1,2,0.72,0.51,0.0,2,21.269193129095
13034,3,6,0,1,1,1,0.7,0.58,0.1045,2,106.46812712983764
13035,3,7,0,1,1,1,0.74,0.51,0.1045,2,302.70713962512343
13036,3,8,0,1,1,1,0.76,0.52,0.194,2,420.14764849943623
13037,3,9,0,1,1,1,0.78,0.46,0.2537,2,208.7665937059631
13038,3,10,0,1,1,1,0.8,0.43,0.2537,2,146.78520478625825
13039,3,11,0,1,1,1,0.84,0.28,0.2985,2,149.38738656958307
13040,3,12,0,1,1,1,0.84,0.32,0.194,2,183.30545492177666
13041,3,13,0,1,1,1,0.86,0.34,0.2239,2,183.33075021315193
13042,3,14,0,1,1,1,0.86,0.34,0.2239,2,183.33075021315193
13043,3,15,0,1,1,1,0.84,0.36,0.194,2,183.31286067160443
13044,3,16,0,1,1,1,0.84,0.36,0.2836,2,289.606333484227
13045,3,17,0,1,1,1,0.84,0.32,0.1343,2,537.1850054987691
13046,3,18,0,1,1,1,0.84,0.32,0.1642,2,536.8682962784104
13047,3,19,0,1,1,1,0.78,0.43,0.1343,2,389.493637342244
13048,3,20,0,1,1,1,0.78,0.43,0.1343,2,286.4461213016219
13049,3,21,0,1,1,1,0.76,0.45,0.1343,2,212.51665319031378
13050,3,22,0,1,1,1,0.74,0.51,0.1642,2,151.67908037207874
13051,3,23,0,1,1,1,0.74,0.51,0.1045,2,95.95453115542196
13052,3,0,0,2,1,1,0.72,0.54,0.0,3,38.29441901038213
13053,3,1,0,2,1,1,0.72,0.58,0.0,3,17.737733251634655
13054,3,2,0,2,1,1,0.72,0.58,0.0,3,9.04852192548838
13055,3,3,0,2,1,1,0.7,0.65,0.1343,3,5.393414570577328
13056,3,4,0,2,1,1,0.68,0.65,0.1045,3,5.527885929145311
13057,3,5,0,2,1,1,0.7,0.61,0.0,3,24.788507328827045
13058,3,6,0,2,1,1,0.7,0.65,0.1343,3,111.01621068721761
13059,3,7,0,2,1,1,0.74,0.58,0.0,3,306.4732259483002
13060,3,8,0,2,1,1,0.74,0.62,0.0896,3,436.6213358069947
13061,3,9,0,2,1,1,0.8,0.49,0.1642,3,208.4841193545017
13062,3,10,0,2,1,1,0.82,0.43,0.2239,3,146.67925267029776
13063,3,11,0,2,1,1,0.86,0.34,0.194,3,149.2357250934916
13064,3,12,0,2,1,1,0.88,0.28,0.194,3,183.3083575979528
13065,3,13,0,2,1,1,0.9,0.25,0.1343,3,183.3083575979528
13066,3,14,0,2,1,1,0.9,0.25,0.194,3,183.3083575979528
13067,3,15,0,2,1,2,0.9,0.24,0.0,3,183.3083575979528
13068,3,16,0,2,1,2,0.9,0.24,0.194,3,295.7146440683767
13069,3,17,0,2,1,2,0.86,0.3,0.1642,3,530.9297178606556
13070,3,18,0,2,1,2,0.86,0.3,0.0,3,530.7690466882702
13071,3,19,0,2,1,2,0.84,0.36,0.1343,3,389.01382774917926
13072,3,20,0,2,1,3,0.76,0.55,0.4925,3,251.56605681189762
13073,3,21,0,2,1,2,0.7,0.7,0.2836,3,212.58407147033924
13074,3,22,0,2,1,1,0.68,0.79,0.194,3,152.26619692201606
13075,3,23,0,2,1,1,0.66,0.83,0.0,3,95.95511201157632
13076,3,0,1,3,0,1,0.68,0.79,0.0896,4,114.20719384364179
13077,3,1,1,3,0,1,0.68,0.74,0.0,4,80.1983063000319
13078,3,2,1,3,0,1,0.66,0.83,0.1343,4,50.83091547888465
13079,3,3,1,3,0,1,0.68,0.74,0.194,4,24.127414821968802
13080,3,4,1,3,0,1,0.68,0.69,0.2537,4,9.221408069168167
13081,3,5,1,3,0,1,0.66,0.69,0.0,4,11.14392804473167
13082,3,6,1,3,0,1,0.66,0.69,0.0,4,31.665531522991724
13083,3,7,1,3,0,1,0.68,0.65,0.0,4,76.31016207040369
13084,3,8,1,3,0,1,0.7,0.61,0.1045,4,140.2958082950042
13085,3,9,1,3,0,1,0.76,0.52,0.0,4,202.25292762338555
13086,3,10,1,3,0,1,0.8,0.46,0.0,4,305.0692005910875
13087,3,11,1,3,0,1,0.82,0.46,0.1343,4,332.57934146909815
13088,3,12,1,3,0,1,0.86,0.41,0.2239,4,344.4342438410416
13089,3,13,1,3,0,1,0.9,0.35,0.0,4,346.1426363926205
13090,3,14,1,3,0,1,0.9,0.37,0.1642,4,345.29047219033157
13091,3,15,1,3,0,1,0.92,0.35,0.2985,4,343.64971692793364
13092,3,16,1,3,0,1,0.92,0.35,0.2537,4,357.1613426993575
13093,3,17,1,3,0,1,0.92,0.35,0.2985,4,356.9249544947425
13094,3,18,1,3,0,1,0.9,0.42,0.194,4,343.1801836387057
13095,3,19,1,3,0,1,0.86,0.47,0.2239,4,346.70259614513895
13096,3,20,1,3,0,1,0.86,0.47,0.2239,4,277.81802036348563
13097,3,21,1,3,0,1,0.84,0.53,0.1343,4,289.25764589722274
13098,3,22,1,3,0,1,0.82,0.56,0.2239,4,191.7769172922274
13099,3,23,1,3,0,2,0.78,0.43,0.0896,4,108.70928478511263
13100,3,0,0,4,1,1,0.74,0.51,0.1045,5,46.289011751490676
13101,3,1,0,4,1,1,0.74,0.51,0.2836,5,19.158852248120944
13102,3,2,0,4,1,1,0.74,0.51,0.0,5,8.587239420329029
13103,3,3,0,4,1,1,0.72,0.54,0.194,5,5.566230748420071
13104,3,4,0,4,1,1,0.72,0.58,0.0,5,5.6838961744300525
13105,3,5,0,4,1,1,0.72,0.62,0.0,5,25.141449558510594
13106,3,6,0,4,1,1,0.72,0.58,0.0,5,112.57216305765073
13107,3,7,0,4,1,1,0.76,0.55,0.0,5,306.9631492470919
13108,3,8,0,4,1,1,0.8,0.49,0.1343,5,439.6835491270676
13109,3,9,0,4,1,1,0.84,0.49,0.2985,5,208.15805271134727
13110,3,10,0,4,1,1,0.86,0.44,0.3582,5,146.64228571196134
13111,3,11,0,4,1,1,0.9,0.35,0.2985,5,149.40145137524843
13112,3,12,0,4,1,1,0.9,0.35,0.3582,5,183.413981316283
13113,3,13,0,4,1,1,0.92,0.33,0.2239,5,183.3676259707277
13114,3,14,0,4,1,1,0.92,0.33,0.3284,5,183.413981316283
13115,3,15,0,4,1,1,0.92,0.33,0.3582,5,183.413981316283
13116,3,16,0,4,1,1,0.92,0.33,0.2537,5,293.0878627492694
13117,3,17,0,4,1,1,0.92,0.35,0.1642,5,518.926354104163
13118,3,18,0,4,1,2,0.9,0.39,0.3284,5,514.1642725690831
13119,3,19,0,4,1,2,0.88,0.39,0.2537,5,385.9066566706422
13120,3,20,0,4,1,2,0.86,0.41,0.2239,5,290.056739469072
13121,3,21,0,4,1,1,0.84,0.47,0.194,5,224.57718313144062
13122,3,22,0,4,1,1,0.82,0.59,0.1343,5,175.07961287987374
13123,3,23,0,4,1,1,0.8,0.55,0.1642,5,116.72163634175297
13124,3,0,0,5,1,1,0.78,0.62,0.1343,6,60.681929438846666
13125,3,1,0,5,1,1,0.78,0.55,0.2239,6,29.63423818776059
13126,3,2,0,5,1,1,0.76,0.62,0.1343,6,16.71233101937947
13127,3,3,0,5,1,2,0.74,0.7,0.194,6,6.77580895916779
13128,3,4,0,5,1,1,0.74,0.66,0.2239,6,7.346595309875613
13129,3,5,0,5,1,1,0.74,0.66,0.194,6,25.33324523306965
13130,3,6,0,5,1,1,0.74,0.66,0.194,6,101.07225946782344
13131,3,7,0,5,1,1,0.78,0.46,0.1343,6,301.775479206581
13132,3,8,0,5,1,1,0.8,0.41,0.1642,6,440.6232608120591
13133,3,9,0,5,1,1,0.82,0.36,0.1343,6,220.0381098303117
13134,3,10,0,5,1,1,0.86,0.3,0.0,6,193.9093008070458
13135,3,11,0,5,1,1,0.84,0.32,0.0896,6,199.3911576860267
13136,3,12,0,5,1,1,0.88,0.28,0.1045,6,236.02648104028907
13137,3,13,0,5,1,1,0.9,0.27,0.1045,6,237.75328368576464
13138,3,14,0,5,1,1,0.9,0.31,0.1642,6,211.18259018588466
13139,3,15,0,5,1,1,0.92,0.29,0.194,6,224.7746303589853
13140,3,16,0,5,1,1,0.92,0.29,0.1045,6,346.1007316596445
13141,3,17,0,5,1,1,0.92,0.29,0.0,6,516.780074841031
13142,3,18,0,5,1,1,0.9,0.33,0.2537,6,515.5048102528774
13143,3,19,0,5,1,1,0.88,0.35,0.2239,6,380.64547958462435
13144,3,20,0,5,1,1,0.86,0.39,0.1045,6,278.4251299052687
13145,3,21,0,5,1,1,0.82,0.52,0.1343,6,222.64492084867342
13146,3,22,0,5,1,1,0.8,0.55,0.194,6,179.53455896411865
13147,3,23,0,5,1,1,0.8,0.63,0.1045,6,124.59250187749741
13148,3,0,0,6,0,1,0.78,0.66,0.1343,7,116.59562500801495
13149,3,1,0,6,0,1,0.76,0.7,0.1642,7,79.001384927102
13150,3,2,0,6,0,1,0.76,0.72,0.1642,7,59.26244449463238
13151,3,3,0,6,0,1,0.74,0.74,0.1343,7,31.529759779510382
13152,3,4,0,6,0,1,0.74,0.74,0.1642,7,9.478546729868693
13153,3,5,0,6,0,1,0.74,0.74,0.194,7,9.41924232008938
13154,3,6,0,6,0,1,0.74,0.74,0.1045,7,27.59774549408601
13155,3,7,0,6,0,1,0.78,0.66,0.1045,7,51.81732824434969
13156,3,8,0,6,0,1,0.82,0.63,0.194,7,125.30557950261228
13157,3,9,0,6,0,1,0.84,0.59,0.1642,7,207.26965057735194
13158,3,10,0,6,0,1,0.92,0.37,0.2239,7,295.56829583489036
13159,3,11,0,6,0,1,0.94,0.38,0.194,7,325.1833929255704
13160,3,12,0,6,0,1,0.96,0.31,0.3582,7,353.4312785781834
13161,3,13,0,6,0,2,0.96,0.31,0.2537,7,353.4967070970088
13162,3,14,0,6,0,2,0.96,0.3,0.1343,7,353.49780233510404
13163,3,15,0,6,0,1,0.96,0.26,0.0,7,353.57284773152173
13164,3,16,0,6,0,1,1.0,0.19,0.1642,7,375.6193920385201
13165,3,17,0,6,0,1,0.96,0.26,0.1343,7,350.6629336258926
13166,3,18,0,6,0,1,0.94,0.29,0.0896,7,350.0498132135213
13167,3,19,0,6,0,1,0.92,0.33,0.1343,7,334.9154419976295
13168,3,20,0,6,0,1,0.9,0.37,0.1642,7,261.91519099824194
13169,3,21,0,6,0,1,0.88,0.37,0.194,7,229.1421562763069
13170,3,22,0,6,0,1,0.84,0.59,0.194,7,180.96292689395514
13171,3,23,0,6,0,1,0.84,0.56,0.1642,7,139.06395542151213
13172,3,0,0,0,0,1,0.82,0.56,0.1343,8,118.18412249566006
13173,3,1,0,0,0,1,0.82,0.56,0.1045,8,85.35877692545954
13174,3,2,0,0,0,1,0.82,0.52,0.1045,8,71.81442265146568
13175,3,3,0,0,0,1,0.8,0.59,0.1045,8,36.6175902535877
13176,3,4,0,0,0,1,0.78,0.66,0.1045,8,9.454572665069518
13177,3,5,0,0,0,1,0.78,0.62,0.0,8,10.375979070183117
13178,3,6,0,0,0,1,0.78,0.7,0.1343,8,20.189388842286046
13179,3,7,0,0,0,1,0.8,0.66,0.0,8,45.516972724225255
13180,3,8,0,0,0,1,0.84,0.53,0.1343,8,100.86314362406789
13181,3,9,0,0,0,1,0.86,0.5,0.1045,8,191.90326162235425
13182,3,10,0,0,0,1,0.9,0.45,0.0,8,304.9379460212345
13183,3,11,0,0,0,1,0.92,0.42,0.2985,8,324.47979085004806
13184,3,12,0,0,0,1,0.92,0.42,0.194,8,352.6904903782991
13185,3,13,0,0,0,1,0.94,0.38,0.2537,8,352.66733557668897
13186,3,14,0,0,0,1,0.96,0.36,0.1642,8,352.66843081478424
13187,3,15,0,0,0,3,0.92,0.42,0.2836,8,339.211228732292
13188,3,16,0,0,0,2,0.8,0.66,0.2239,8,379.9421296620906
13189,3,17,0,0,0,1,0.78,0.59,0.0,8,362.8960217062835
13190,3,18,0,0,0,1,0.78,0.62,0.1045,8,358.46829822850674
13191,3,19,0,0,0,1,0.78,0.62,0.1642,8,323.2892373702898
13192,3,20,0,0,0,1,0.76,0.7,0.0896,8,254.76603374695478
13193,3,21,0,0,0,1,0.76,0.7,0.1343,8,183.79200973798436
13194,3,22,0,0,0,3,0.74,0.7,0.0896,8,110.1378473846209
13195,3,23,0,0,0,3,0.68,0.83,0.0896,8,52.5212772524182
13196,3,0,0,1,1,2,0.68,0.89,0.0896,9,29.881060580785014
13197,3,1,0,1,1,3,0.7,0.89,0.1045,9,13.827832946254382
13198,3,2,0,1,1,3,0.7,0.89,0.194,9,6.490928883372762
13199,3,3,0,1,1,3,0.7,0.89,0.194,9,4.192421509595013
13200,3,4,0,1,1,3,0.66,0.89,0.3881,9,4.498154677128153
13201,3,5,0,1,1,2,0.66,0.83,0.2239,9,21.66070739171531
13202,3,6,0,1,1,3,0.64,0.89,0.2537,9,59.97834130770241
13203,3,7,0,1,1,3,0.66,0.83,0.2239,9,130.91413732254125
13204,3,8,0,1,1,2,0.66,0.83,0.1642,9,411.75529800996975
13205,3,9,0,1,1,2,0.66,0.83,0.1642,9,209.6782628452073
13206,3,10,0,1,1,2,0.66,0.83,0.194,9,145.70944136433343
13207,3,11,0,1,1,2,0.72,0.62,0.1343,9,148.05854703216588
13208,3,12,0,1,1,2,0.74,0.58,0.1343,9,183.78295024303026
13209,3,13,0,1,1,2,0.76,0.55,0.2537,9,183.83719875449785
13210,3,14,0,1,1,2,0.74,0.55,0.2537,9,183.86609525490013
13211,3,15,0,1,1,2,0.76,0.45,0.2239,9,183.85874579070753
13212,3,16,0,1,1,1,0.78,0.4,0.2836,9,294.89721981902
13213,3,17,0,1,1,1,0.78,0.4,0.1642,9,540.4379777173389
13214,3,18,0,1,1,1,0.76,0.48,0.1343,9,540.0174205955789
13215,3,19,0,1,1,1,0.74,0.55,0.1642,9,389.5785911634956
13216,3,20,0,1,1,2,0.74,0.55,0.1045,9,282.17268163986745
13217,3,21,0,1,1,2,0.74,0.55,0.0896,9,203.27464583662956
13218,3,22,0,1,1,2,0.72,0.58,0.1045,9,139.3933068533344
13219,3,23,0,1,1,2,0.7,0.65,0.1045,9,76.1373113175165
13220,3,0,0,2,1,1,0.7,0.7,0.0896,10,34.87954834111152
13221,3,1,0,2,1,1,0.7,0.74,0.1343,10,15.835463880753428
13222,3,2,0,2,1,1,0.7,0.74,0.1343,10,8.039300531163937
13223,3,3,0,2,1,1,0.68,0.79,0.0,10,5.390690706553934
13224,3,4,0,2,1,1,0.68,0.79,0.1343,10,5.515329608029111
13225,3,5,0,2,1,1,0.66,0.83,0.1343,10,24.947437329016434
13226,3,6,0,2,1,2,0.68,0.79,0.1045,10,112.86794342091473
13227,3,7,0,2,1,2,0.7,0.74,0.1045,10,299.18669626221754
13228,3,8,0,2,1,1,0.72,0.74,0.1343,10,434.5284076657404
13229,3,9,0,2,1,1,0.74,0.66,0.1343,10,209.6007765320893
13230,3,10,0,2,1,1,0.76,0.62,0.194,10,146.3050699269151
13231,3,11,0,2,1,1,0.8,0.46,0.194,10,148.46530367592544
13232,3,12,0,2,1,1,0.8,0.41,0.1343,10,183.5941224877159
13233,3,13,0,2,1,1,0.82,0.38,0.194,10,183.59273651828963
13234,3,14,0,2,1,1,0.82,0.38,0.1642,10,183.6385154090459
13235,3,15,0,2,1,1,0.8,0.41,0.2239,10,183.5941224877159
13236,3,16,0,2,1,1,0.8,0.43,0.2239,10,298.7389754487791
13237,3,17,0,2,1,1,0.78,0.49,0.194,10,539.931703342915
13238,3,18,0,2,1,3,0.7,0.74,0.2239,10,527.1843380914241
13239,3,19,0,2,1,3,0.7,0.74,0.2239,10,332.0642641053239
13240,3,20,0,2,1,3,0.64,0.83,0.2239,10,117.3149810117024
13241,3,21,0,2,1,3,0.64,0.89,0.1045,10,82.47470260132562
13242,3,22,0,2,1,2,0.64,0.83,0.1343,10,147.80897506611106
13243,3,23,0,2,1,2,0.64,0.89,0.1045,10,79.73136075440263
13244,3,0,0,3,1,2,0.66,0.83,0.1343,11,31.847058481933935
13245,3,1,0,3,1,1,0.64,0.89,0.0,11,14.648729728012512
13246,3,2,0,3,1,1,0.64,0.89,0.0,11,7.657352611915007
13247,3,3,0,3,1,1,0.64,0.89,0.1343,11,5.325070335157345
13248,3,4,0,3,1,1,0.64,0.89,0.1343,11,5.4355596119572525
13249,3,5,0,3,1,1,0.64,0.89,0.0,11,25.01181504172612
13250,3,6,0,3,1,1,0.64,0.89,0.1343,11,114.54202905234182
13251,3,7,0,3,1,2,0.66,0.83,0.1045,11,298.7944221815481
13252,3,8,0,3,1,2,0.68,0.79,0.1642,11,430.35309850172507
13253,3,9,0,3,1,2,0.7,0.74,0.1343,11,209.7162362553525
13254,3,10,0,3,1,2,0.72,0.62,0.1343,11,146.27062174664715
13255,3,11,0,3,1,2,0.76,0.58,0.1343,11,148.186146278278
13256,3,12,0,3,1,2,0.78,0.43,0.0,11,183.85537570502692
13257,3,13,0,3,1,2,0.8,0.42,0.1642,11,183.5941224877159
13258,3,14,0,3,1,1,0.8,0.41,0.2239,11,183.5941224877159
13259,3,15,0,3,1,1,0.8,0.41,0.2537,11,183.61422142301484
13260,3,16,0,3,1,1,0.8,0.38,0.194,11,298.9494238426169
13261,3,17,0,3,1,1,0.8,0.31,0.2239,11,538.5728959446419
13262,3,18,0,3,1,1,0.78,0.38,0.2537,11,539.8361119514828
13263,3,19,0,3,1,1,0.74,0.48,0.2239,11,390.8273687488483
13264,3,20,0,3,1,1,0.74,0.51,0.1642,11,296.5292337736908
13265,3,21,0,3,1,1,0.72,0.58,0.2239,11,225.07506485902653
13266,3,22,0,3,1,1,0.72,0.58,0.2537,11,170.8099319144272
13267,3,23,0,3,1,2,0.7,0.58,0.2537,11,95.21189750639418
13268,3,0,0,4,1,2,0.68,0.61,0.0,12,45.97819953402033
13269,3,1,0,4,1,2,0.66,0.61,0.0,12,18.682318838186358
13270,3,2,0,4,1,2,0.66,0.65,0.0896,12,8.278387110728278
13271,3,3,0,4,1,1,0.64,0.69,0.1045,12,5.703444585948049
13272,3,4,0,4,1,1,0.64,0.73,0.1045,12,5.807184169925591
13273,3,5,0,4,1,1,0.62,0.73,0.1045,12,25.478251158344815
13274,3,6,0,4,1,1,0.64,0.73,0.0896,12,113.64576429871263
13275,3,7,0,4,1,1,0.64,0.73,0.1343,12,314.01256467583937
13276,3,8,0,4,1,1,0.68,0.65,0.1343,12,436.6006176895942
13277,3,9,0,4,1,1,0.72,0.58,0.1045,12,209.6797322405971
13278,3,10,0,4,1,1,0.74,0.48,0.1642,12,146.98002017213742
13279,3,11,0,4,1,1,0.76,0.45,0.1045,12,148.85114306041183
13280,3,12,0,4,1,1,0.78,0.35,0.1343,12,184.0294361578131
13281,3,13,0,4,1,1,0.8,0.33,0.2239,12,183.76818294050216
13282,3,14,0,4,1,1,0.78,0.33,0.2239,12,184.0752150485694
13283,3,15,0,4,1,1,0.8,0.36,0.194,12,183.82136758108624
13284,3,16,0,4,1,1,0.8,0.36,0.194,12,300.0688593093095
13285,3,17,0,4,1,1,0.76,0.43,0.2239,12,539.5426346912365
13286,3,18,0,4,1,1,0.76,0.45,0.1343,12,539.5051522497431
13287,3,19,0,4,1,1,0.74,0.48,0.2239,12,390.5793964607661
13288,3,20,0,4,1,1,0.74,0.48,0.2239,12,297.0223045666946
13289,3,21,0,4,1,1,0.72,0.48,0.2239,12,225.11243245283703
13290,3,22,0,4,1,1,0.72,0.51,0.1642,12,178.67022304385955
13291,3,23,0,4,1,2,0.7,0.51,0.2239,12,111.67000457766711
13292,3,0,0,5,1,2,0.7,0.54,0.1642,13,61.006925736645215
13293,3,1,0,5,1,2,0.68,0.54,0.1045,13,28.915031002446803
13294,3,2,0,5,1,2,0.66,0.61,0.0896,13,16.517135419277363
13295,3,3,0,5,1,2,0.68,0.61,0.0,13,6.9171221313573765
13296,3,4,0,5,1,2,0.66,0.61,0.0,13,6.838147153064725
13297,3,5,0,5,1,2,0.66,0.56,0.0896,13,21.577773873860504
13298,3,6,0,5,1,2,0.7,0.54,0.0,13,100.08453599291656
13299,3,7,0,5,1,2,0.7,0.54,0.0,13,295.89998983453887
13300,3,8,0,5,1,2,0.7,0.54,0.0,13,438.4044943084194
13301,3,9,0,5,1,2,0.72,0.51,0.0,13,217.50578991587193
13302,3,10,0,5,1,2,0.74,0.48,0.0,13,196.34896937193835
13303,3,11,0,5,1,2,0.76,0.45,0.1343,13,199.27007285914812
13304,3,12,0,5,1,2,0.76,0.4,0.1045,13,231.15023932190874
13305,3,13,0,5,1,2,0.8,0.38,0.1343,13,231.27365095356205
13306,3,14,0,5,1,2,0.8,0.38,0.0,13,231.3680850570346
13307,3,15,0,5,1,2,0.8,0.36,0.1045,13,233.98650811798632
13308,3,16,0,5,1,2,0.8,0.36,0.2239,13,349.62504739186164
13309,3,17,0,5,1,2,0.8,0.36,0.1642,13,525.3724936730691
13310,3,18,0,5,1,1,0.78,0.46,0.194,13,535.9023935859284
13311,3,19,0,5,1,1,0.74,0.51,0.1642,13,384.00722139232147
13312,3,20,0,5,1,1,0.74,0.48,0.1343,13,282.47875291758737
13313,3,21,0,5,1,1,0.72,0.54,0.0,13,223.19372462545527
13314,3,22,0,5,1,1,0.74,0.45,0.0,13,190.67090616868316
13315,3,23,0,5,1,2,0.72,0.45,0.1343,13,150.7918811020896
13316,3,0,0,6,0,2,0.72,0.48,0.0896,14,112.07714333364957
13317,3,1,0,6,0,2,0.7,0.51,0.1045,14,82.14265492328674
13318,3,2,0,6,0,2,0.7,0.54,0.1045,14,60.43085585192985
13319,3,3,0,6,0,2,0.7,0.54,0.1045,14,33.61479638635765
13320,3,4,0,6,0,3,0.66,0.61,0.1045,14,10.288429909589144
13321,3,5,0,6,0,2,0.64,0.73,0.1045,14,11.77364670216523
13322,3,6,0,6,0,2,0.64,0.78,0.0896,14,27.787479772089622
13323,3,7,0,6,0,1,0.64,0.78,0.2836,14,49.190676280184505
13324,3,8,0,6,0,1,0.62,0.78,0.2836,14,123.14041423097233
13325,3,9,0,6,0,1,0.66,0.74,0.194,14,207.17070999279622
13326,3,10,0,6,0,2,0.72,0.7,0.0896,14,313.6482111477419
13327,3,11,0,6,0,2,0.72,0.7,0.1045,14,342.84650458840804
13328,3,12,0,6,0,2,0.74,0.66,0.0896,14,370.7534903087712
13329,3,13,0,6,0,2,0.76,0.62,0.0896,14,371.47072392850384
13330,3,14,0,6,0,1,0.8,0.55,0.1045,14,371.5657735262298
13331,3,15,0,6,0,1,0.8,0.55,0.1642,14,371.5657735262298
13332,3,16,0,6,0,2,0.72,0.79,0.3582,14,342.7547497486849
13333,3,17,0,6,0,3,0.7,0.79,0.1642,14,268.2335467634244
13334,3,18,0,6,0,1,0.72,0.79,0.1343,14,281.7007298271427
13335,3,19,0,6,0,1,0.72,0.84,0.0896,14,277.3047898553865
13336,3,20,0,6,0,1,0.72,0.84,0.0896,14,218.60039418032747
13337,3,21,0,6,0,1,0.7,0.84,0.2239,14,160.46361734383547
13338,3,22,0,6,0,1,0.7,0.79,0.194,14,176.04813931832248
13339,3,23,0,6,0,2,0.68,0.83,0.0896,14,142.78833520466986
13340,3,0,0,0,0,1,0.68,0.89,0.1642,15,113.102846955788
13341,3,1,0,0,0,2,0.68,0.89,0.1343,15,78.90922515974901
13342,3,2,0,0,0,2,0.68,0.89,0.1642,15,68.21944289401227
13343,3,3,0,0,0,2,0.68,0.89,0.1642,15,35.10400193080978
13344,3,4,0,0,0,2,0.68,0.89,0.1045,15,9.921225246435496
13345,3,5,0,0,0,1,0.68,0.89,0.1343,15,10.66356885317907
13346,3,6,0,0,0,1,0.68,0.83,0.1343,15,18.711080876456695
13347,3,7,0,0,0,1,0.7,0.79,0.0896,15,44.72962527158567
13348,3,8,0,0,0,2,0.7,0.84,0.1343,15,95.38806151080468
13349,3,9,0,0,0,2,0.72,0.79,0.0,15,187.99841645504668
13350,3,10,0,0,0,1,0.76,0.66,0.1343,15,306.5966686710021
13351,3,11,0,0,0,1,0.82,0.52,0.1642,15,335.97047584168
13352,3,12,0,0,0,1,0.84,0.47,0.1045,15,370.63589590199325
13353,3,13,0,0,0,1,0.86,0.41,0.1045,15,353.5183862467176
13354,3,14,0,0,0,1,0.9,0.37,0.2537,15,353.1266549380599
13355,3,15,0,0,0,1,0.86,0.47,0.1343,15,353.58383980274067
