instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,dy,pred
13263,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,11,154
13264,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,11,154
13265,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,11,154
13266,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,11,154
13267,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,11,134
13268,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,12,6
13269,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,12,6
13270,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,12,6
13271,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,12,6
13272,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,12,6
13273,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,12,6
13274,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,12,6
13275,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,12,6
13276,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,12,6
13277,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,12,6
13278,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,12,26
13279,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,12,26
13280,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,12,224
13281,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,12,154
13282,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,12,154
13283,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,12,154
13284,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,12,154
13285,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,12,154
13286,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,12,154
13287,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,12,154
13288,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,12,154
13289,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,12,154
13290,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,12,154
13291,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,12,154
13292,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,13,6
13293,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,13,5
13294,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,13,5
13295,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,13,5
13296,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,13,5
13297,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,13,5
13298,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,13,5
13299,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,13,5
13300,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,13,26
13301,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,13,26
13302,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,13,26
13303,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,13,26
13304,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,13,26
13305,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,13,26
13306,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,13,26
13307,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,13,26
13308,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,13,26
13309,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,13,154
13310,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,13,154
13311,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,13,154
13312,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,13,154
13313,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,13,154
13314,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,13,154
13315,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,13,154
13316,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,14,14
13317,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,14,14
13318,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,14,14
13319,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,14,14
13320,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,14,14
13321,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,14,18
13322,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,14,18
13323,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,14,23
13324,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,14,23
13325,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,14,23
13326,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,14,26
13327,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,14,26
13328,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,14,26
13329,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,14,26
13330,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,14,201
13331,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,14,201
13332,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,14,67
13333,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,14,28
13334,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,14,201
13335,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,14,201
13336,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,14,201
13337,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,14,154
13338,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,14,154
13339,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,14,149
13340,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,15,6
13341,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,15,6
13342,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,15,6
13343,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,6
13344,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,15,6
13345,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,15,6
13346,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,15,6
13347,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,15,6
13348,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,15,21
13349,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0.0,15,21
13350,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,15,6
13351,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,15,134
13352,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,15,134
13353,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,15,134
13354,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,15,134
13355,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,15,134
13356,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,15,134
13357,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,15,134
13358,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,15,62
13359,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,15,181
13360,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,15,181
13361,3,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,15,181
13362,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,15,181
13363,3,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,15,181
13364,3,1,7,0,0,1,1,3,0.72,0.697,0.79,0.1045,16,6
13365,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.194,16,6
13366,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,16,6
13367,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,16,6
13368,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,16,6
13369,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,16,6
13370,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,16,6
13371,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,16,6
13372,3,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,16,6
13373,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,16,6
13374,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0.0,16,6
13375,3,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239,16,6
13376,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,16,134
13377,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,16,134
13378,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,16,134
13379,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,16,134
13380,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,16,62
13381,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,16,62
13382,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,16,134
13383,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,16,134
13384,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,16,134
13385,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,16,134
13386,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,16,134
13387,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,16,134
13388,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,17,6
13389,3,1,7,1,0,2,1,1,0.74,0.697,0.7,0.0,17,6
13390,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,17,6
13391,3,1,7,3,0,2,1,1,0.72,0.6818,0.66,0.0,17,6
13392,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0.0,17,6
13393,3,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,17,6
13394,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,17,6
13395,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0.0,17,6
13396,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,17,6
13397,3,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,17,6
13398,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.194,17,6
13399,3,1,7,11,0,2,1,2,0.86,0.803,0.47,0.0,17,26
13400,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0.0,17,26
13401,3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.194,17,138
13402,3,1,7,14,0,2,1,1,0.94,0.8333,0.29,0.2537,17,138
13403,3,1,7,15,0,2,1,1,0.92,0.8182,0.31,0.1642,17,138
13404,3,1,7,16,0,2,1,1,0.92,0.8182,0.29,0.1642,17,138
13405,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0.0,17,138
13406,3,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,17,138
13407,3,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,17,138
13408,3,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,17,138
13409,3,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,17,138
13410,3,1,7,22,0,2,1,1,0.8,0.7576,0.55,0.2239,17,138
13411,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.194,17,138
13412,3,1,7,0,0,3,1,1,0.76,0.7273,0.66,0.1642,18,6
13413,3,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,18,6
13414,3,1,7,2,0,3,1,1,0.74,0.697,0.66,0.1343,18,6
13415,3,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,18,6
13416,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,18,6
13417,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,18,6
13418,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,18,6
13419,3,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,18,6
13420,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,18,6
13421,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0.0,18,6
13422,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,18,6
13423,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,18,6
13424,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,18,138
13425,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0.0,18,138
13426,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,18,138
13427,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,18,26
13428,3,1,7,16,0,3,1,1,0.74,0.697,0.66,0.2537,18,138
13429,3,1,7,17,0,3,1,1,0.74,0.697,0.7,0.2537,18,138
13430,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,18,134
13431,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,18,134
13432,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,18,138
13433,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0.0,18,138
13434,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,18,138
13435,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,18,138
13436,3,1,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,19,6
13437,3,1,7,1,0,4,1,1,0.74,0.697,0.66,0.0896,19,6
13438,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.194,19,6
13439,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,19,6
13440,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045,19,6
13441,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,19,6
13442,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,19,6
13443,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,19,6
13444,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,19,6
13445,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,19,6
13446,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,19,6
13447,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,19,26
13448,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,19,26
13449,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,19,138
13450,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,19,224
13451,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,19,224
13452,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,19,224
13453,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,19,224
13454,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,19,224
13455,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,19,224
13456,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,19,224
13457,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,19,62
13458,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,19,62
13459,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,19,62
13460,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,20,14
13461,3,1,7,1,0,5,1,1,0.66,0.5909,0.89,0.1343,20,6
13462,3,1,7,2,0,5,1,2,0.66,0.5909,0.89,0.0896,20,6
13463,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,20,6
13464,3,1,7,4,0,5,1,2,0.66,0.5909,0.89,0.1642,20,6
13465,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,20,6
13466,3,1,7,6,0,5,1,2,0.66,0.5909,0.89,0.1642,20,6
13467,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.194,20,6
13468,3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,20,6
13469,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,20,26
13470,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,20,26
13471,3,1,7,11,0,5,1,3,0.72,0.697,0.74,0.194,20,26
13472,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,20,26
13473,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,20,26
13474,3,1,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,20,26
13475,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,20,26
13476,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,20,26
13477,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,20,26
13478,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,20,106
13479,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,20,106
13480,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,20,75
13481,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,20,75
13482,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.194,20,129
13483,3,1,7,23,0,5,1,2,0.62,0.5758,0.83,0.2836,20,129
13484,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,21,14
13485,3,1,7,1,0,6,0,2,0.62,0.5758,0.83,0.2537,21,8
13486,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,21,14
13487,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,21,8
13488,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,21,8
13489,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,21,8
13490,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,21,18
13491,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,21,18
13492,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,21,26
13493,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.194,21,26
13494,3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,21,18
13495,3,1,7,11,0,6,0,2,0.6,0.5606,0.83,0.2537,21,28
13496,3,1,7,12,0,6,0,3,0.6,0.5606,0.83,0.2239,21,28
13497,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,21,28
13498,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,21,28
13499,3,1,7,15,0,6,0,3,0.6,0.5455,0.88,0.2537,21,28
13500,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,21,28
13501,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,21,28
13502,3,1,7,18,0,6,0,2,0.6,0.5455,0.88,0.194,21,69
13503,3,1,7,19,0,6,0,2,0.6,0.5455,0.88,0.1642,21,69
13504,3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,21,45
13505,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,21,69
13506,3,1,7,22,0,6,0,2,0.6,0.5455,0.88,0.1045,21,69
13507,3,1,7,23,0,6,0,2,0.6,0.5455,0.88,0.0,21,69
13508,3,1,7,0,0,0,0,2,0.6,0.5455,0.88,0.1045,22,6
13509,3,1,7,1,0,0,0,2,0.6,0.5455,0.88,0.1642,22,6
13510,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,22,6
13511,3,1,7,3,0,0,0,2,0.6,0.5455,0.88,0.1045,22,6
13512,3,1,7,4,0,0,0,1,0.6,0.5455,0.88,0.0,22,6
13513,3,1,7,5,0,0,0,1,0.6,0.5455,0.88,0.0,22,6
13514,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896,22,6
13515,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0.0,22,21
13516,3,1,7,8,0,0,0,2,0.64,0.5909,0.78,0.0,22,21
13517,3,1,7,9,0,0,0,2,0.66,0.6212,0.69,0.0,22,21
13518,3,1,7,10,0,0,0,2,0.66,0.6212,0.74,0.0,22,21
13519,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0.0,22,21
13520,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,22,21
13521,3,1,7,13,0,0,0,2,0.7,0.6515,0.65,0.0896,22,42
13522,3,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,22,138
13523,3,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045,22,138
13524,3,1,7,16,0,0,0,1,0.74,0.697,0.66,0.1045,22,138
13525,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,22,138
13526,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,22,138
13527,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,22,138
13528,3,1,7,20,0,0,0,1,0.7,0.6667,0.74,0.1642,22,181
13529,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,22,181
13530,3,1,7,22,0,0,0,1,0.7,0.6667,0.74,0.194,22,181
13531,3,1,7,23,0,0,0,1,0.68,0.6364,0.79,0.1642,22,181
13532,3,1,7,0,0,1,1,1,0.66,0.5909,0.89,0.0896,23,6
13533,3,1,7,1,0,1,1,1,0.66,0.5909,0.89,0.194,23,6
13534,3,1,7,2,0,1,1,2,0.66,0.5909,0.94,0.0896,23,6
13535,3,1,7,3,0,1,1,2,0.66,0.5909,0.94,0.0896,23,6
13536,3,1,7,4,0,1,1,2,0.66,0.5909,0.94,0.1343,23,6
13537,3,1,7,5,0,1,1,2,0.66,0.5909,0.94,0.1343,23,6
13538,3,1,7,6,0,1,1,2,0.68,0.6364,0.89,0.0896,23,6
13539,3,1,7,7,0,1,1,1,0.7,0.6667,0.84,0.1343,23,6
13540,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,23,6
13541,3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,23,6
13542,3,1,7,10,0,1,1,2,0.78,0.7424,0.62,0.0,23,6
13543,3,1,7,11,0,1,1,2,0.8,0.7424,0.52,0.1642,23,6
13544,3,1,7,12,0,1,1,2,0.8,0.7424,0.52,0.1642,23,26
13545,3,1,7,13,0,1,1,2,0.8,0.7424,0.52,0.1045,23,26
13546,3,1,7,14,0,1,1,2,0.78,0.7424,0.59,0.1642,23,134
13547,3,1,7,15,0,1,1,1,0.8,0.7576,0.55,0.194,23,138
13548,3,1,7,16,0,1,1,1,0.82,0.7727,0.52,0.1343,23,138
13549,3,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,23,138
13550,3,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,23,138
13551,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,23,138
13552,3,1,7,20,0,1,1,1,0.76,0.7121,0.62,0.1642,23,138
13553,3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,23,138
13554,3,1,7,22,0,1,1,1,0.74,0.6818,0.62,0.194,23,138
13555,3,1,7,23,0,1,1,1,0.72,0.6818,0.66,0.1642,23,138
13556,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,24,6
13557,3,1,7,1,0,2,1,1,0.68,0.6364,0.79,0.1642,24,6
13558,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,24,6
13559,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,24,6
13560,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,24,6
13561,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1045,24,6
13562,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,24,6
13563,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,24,6
13564,3,1,7,8,0,2,1,1,0.74,0.697,0.7,0.194,24,6
13565,3,1,7,9,0,2,1,1,0.84,0.803,0.53,0.0,24,6
13566,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,24,6
13567,3,1,7,11,0,2,1,2,0.84,0.803,0.53,0.3284,24,6
13568,3,1,7,12,0,2,1,2,0.82,0.7879,0.56,0.2239,24,26
13569,3,1,7,13,0,2,1,2,0.84,0.803,0.53,0.2985,24,26
13570,3,1,7,14,0,2,1,2,0.84,0.803,0.53,0.2239,24,26
13571,3,1,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,24,138
13572,3,1,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,24,138
13573,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,24,138
13574,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,24,138
13575,3,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,24,138
13576,3,1,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,24,138
13577,3,1,7,21,0,2,1,1,0.74,0.697,0.66,0.2239,24,138
13578,3,1,7,22,0,2,1,1,0.74,0.697,0.66,0.2537,24,138
13579,3,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,24,138
13580,3,1,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,25,6
13581,3,1,7,1,0,3,1,1,0.7,0.6515,0.58,0.194,25,6
13582,3,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,25,6
13583,3,1,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,25,6
13584,3,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,25,6
13585,3,1,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,25,6
13586,3,1,7,6,0,3,1,1,0.64,0.6061,0.65,0.194,25,6
13587,3,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,25,6
13588,3,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,25,6
13589,3,1,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,25,6
13590,3,1,7,10,0,3,1,1,0.74,0.6515,0.37,0.0,25,6
13591,3,1,7,11,0,3,1,1,0.76,0.6667,0.33,0.0,25,138
13592,3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0.0,25,138
13593,3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,25,138
13594,3,1,7,14,0,3,1,1,0.8,0.697,0.29,0.1343,25,138
13595,3,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,25,138
13596,3,1,7,16,0,3,1,1,0.8,0.697,0.29,0.1642,25,138
13597,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.0,25,138
13598,3,1,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,25,138
13599,3,1,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,25,138
13600,3,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,25,138
13601,3,1,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,25,138
13602,3,1,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,25,138
13603,3,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,25,138
13604,3,1,7,0,0,4,1,1,0.66,0.6212,0.65,0.194,26,6
13605,3,1,7,1,0,4,1,1,0.66,0.6212,0.65,0.2239,26,6
