instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,dy,pred
13229,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,10,289.6241552750646
13230,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,10,308.22505829803083
13231,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,10,344.6260746743044
13232,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,10,353.52727104782434
13233,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,10,370.6571385945804
13234,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,10,376.5671983841273
13235,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,10,374.892600091326
13236,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,10,382.2992688879966
13237,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,10,374.3152885469199
13238,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,10,315.8491372399287
13239,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,10,322.36437837199446
13240,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,10,289.0957549213085
13241,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,10,284.2066562616095
13242,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,10,306.5364817489391
13243,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,10,303.46698873654464
13244,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,11,173.47028803236233
13245,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,11,165.7369371189279
13246,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,11,172.25217825099358
13247,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,11,181.49479704414196
13248,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,11,188.01003817620764
13249,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,11,191.79790164719074
13250,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,11,201.04052044033907
13251,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,11,218.47179461430363
13252,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,11,240.95730956918842
13253,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,11,263.11981101042556
13254,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,11,292.48105760773535
13255,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,11,314.7820236545979
13256,3,1,7,12,0,3,1,2,0.78,0.697,0.43,0.0,11,338.18755844285204
13257,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,11,354.42088138341137
13258,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,11,369.87495835484935
13259,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,11,376.99538082943377
13260,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,11,386.7880048675586
13261,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,11,400.52754781314377
13262,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,11,392.2593688333219
13263,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,11,377.28876283804937
13264,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,11,378.10183407423267
13265,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,11,374.3254791787224
13266,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,11,381.4459016533068
13267,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,11,376.8188360557608
13268,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,12,213.93704850060058
13269,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,12,215.53983311385835
13270,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,12,217.888311358601
13271,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,12,220.06272497674104
13272,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,12,220.59159757417908
13273,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,12,222.19438218743687
13274,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,12,233.31948916705116
13275,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,12,240.74250231289497
13276,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,12,269.0298368943851
13277,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,12,295.2153979996996
13278,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,12,318.93679855013534
13279,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,12,333.6163224496213
13280,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,12,356.73051084766405
13281,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,12,372.97099841315617
13282,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,12,374.57378302641393
13283,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,12,384.76354739839576
13284,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,12,391.2787885304615
13285,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,12,378.1257404991526
13286,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,12,379.8281917165999
13287,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,12,378.78636223363833
13288,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,12,385.30160336570407
13289,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,12,390.78899991088053
13290,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,12,391.60207114706384
13291,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,12,388.1873990444294
13292,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,13,234.13228250662473
13293,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,13,234.5482302824177
13294,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,13,225.37227928881768
13295,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,13,234.98037129238676
13296,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,13,236.58315590564447
13297,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,13,256.285575285218
13298,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,13,269.8891394855434
13299,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,13,276.40438061760915
13300,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,13,282.9196217496748
13301,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,13,298.83709580151924
13302,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,13,310.869957921445
13303,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,13,329.4892529769252
13304,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,13,342.8822734347567
13305,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,13,362.7952365568241
13306,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,13,366.5831000278072
13307,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,13,378.2137217457506
13308,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,13,387.1537498676396
13309,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,13,392.45659750479365
13310,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,13,385.9540489922516
13311,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,13,374.58179173334497
13312,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,13,384.97959711398846
13313,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,13,378.7600631961408
13314,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,13,399.77247811800794
13315,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,13,397.8727901815446
13316,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,14,248.47078219132297
13317,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,14,245.88638107486932
13318,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,14,247.91184580596425
13319,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,14,254.42708693803
13320,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,14,234.43697654352442
13321,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,14,224.33606242114988
13322,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,14,219.181140281753
13323,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,14,235.86600278061675
13324,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,14,241.35339932579322
13325,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,14,261.8347597253511
13326,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,14,284.55722184599983
13327,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,14,291.37505364932497
13328,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,14,308.48652916356684
13329,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,14,325.8750386916214
13330,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,14,363.0828339534364
13331,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,14,370.8104685804137
13332,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,14,319.5187066895659
13333,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,14,307.0928146615537
13334,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,14,334.2320558561138
13335,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,14,336.21561958058874
13336,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,14,342.7308607126545
13337,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,14,339.34291243805114
13338,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,14,352.73390208600847
13339,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,14,336.1412471706733
13340,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,15,175.68835242194194
13341,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,15,175.36653119081097
13342,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,15,182.4889844752696
13343,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,189.00422560733534
13344,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,15,194.3070732444894
13345,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,15,207.65734592987758
13346,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,15,223.15213986388474
13347,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,15,243.51748931007987
13348,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,15,237.22769157683533
13349,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0.0,15,257.27002750938277
13350,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,15,301.99755063104374
13351,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,15,344.7585500282295
13352,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,15,358.5722029205574
13353,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,15,378.9794533733725
13354,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,15,404.31038775257696
13355,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,15,387.494619452553
13356,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,15,400.949963759393
13357,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,15,379.01315611521306
13358,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,15,316.9517084566402
13359,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,15,329.5753669554181
13360,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,15,340.3196948238153
13361,3,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,15,343.50237695227963
13362,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,15,357.80316942388924
13363,3,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,15,357.44063123018907
13364,3,1,7,0,0,1,1,3,0.72,0.697,0.79,0.1045,16,195.55892768960973
13365,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.194,16,208.83304274491434
13366,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,16,219.76055925035345
13367,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,16,209.7187372495955
13368,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,16,216.53656905292053
13369,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,16,215.77689052536334
13370,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,16,230.17223265957062
13371,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,16,262.9074426354115
13372,3,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,16,280.62409949217215
13373,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,16,299.22500251513827
13374,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0.0,16,324.4384538212588
13375,3,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239,16,354.2795874438224
13376,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,16,361.10253618873924
13377,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,16,370.6497764630212
13378,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,16,393.80333842611947
13379,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,16,390.9531307034347
13380,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,16,338.75698787966326
13381,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,16,345.272229011729
13382,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,16,395.3392920598951
13383,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,16,383.7012450682239
13384,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,16,392.3182428029986
13385,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,16,374.69892734482494
13386,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,16,382.4081530658216
13387,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,16,369.936444007115
13388,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,17,205.89232211299355
13389,3,1,7,1,0,2,1,1,0.74,0.697,0.7,0.0,17,228.40644611010956
13390,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,17,231.8288363706719
13391,3,1,7,3,0,2,1,1,0.72,0.6818,0.66,0.0,17,242.51084039006068
13392,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0.0,17,255.01245005675398
13393,3,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,17,231.72977957760045
13394,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,17,264.17876010482166
13395,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0.0,17,261.2680426917001
13396,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,17,308.80303400206844
13397,3,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,17,333.73171110582393
13398,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.194,17,344.55219660430475
13399,3,1,7,11,0,2,1,2,0.86,0.803,0.47,0.0,17,355.00775070905104
13400,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0.0,17,385.42239855069704
13401,3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.194,17,409.1214741710777
13402,3,1,7,14,0,2,1,1,0.94,0.8333,0.29,0.2537,17,424.72919292673
13403,3,1,7,15,0,2,1,1,0.92,0.8182,0.31,0.1642,17,421.5467750926904
13404,3,1,7,16,0,2,1,1,0.92,0.8182,0.29,0.1642,17,431.05520049206996
13405,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0.0,17,434.23585181066005
13406,3,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,17,433.79203904528447
13407,3,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,17,433.6395895435869
13408,3,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,17,431.06233617859937
13409,3,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,17,411.8350728531409
13410,3,1,7,22,0,2,1,1,0.8,0.7576,0.55,0.2239,17,410.7932433701793
13411,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.194,17,405.8024472964165
13412,3,1,7,0,0,3,1,1,0.76,0.7273,0.66,0.1642,18,241.48127451501594
13413,3,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,18,246.78412215217
13414,3,1,7,2,0,3,1,1,0.74,0.697,0.66,0.1343,18,245.13303283347457
13415,3,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,18,251.6482739655403
13416,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,18,247.2646900441704
13417,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,18,254.3871433286291
13418,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,18,260.90238446069475
13419,3,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,18,278.31645064619613
13420,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,18,303.26407847261873
13421,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0.0,18,330.32064440014983
13422,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,18,381.32665931974475
13423,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,18,383.90212929581617
13424,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,18,405.5146086186103
13425,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0.0,18,412.45762993663845
13426,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,18,425.90275723376124
13427,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,18,416.28174389442904
13428,3,1,7,16,0,3,1,1,0.74,0.697,0.66,0.2537,18,338.7711956722178
13429,3,1,7,17,0,3,1,1,0.74,0.697,0.7,0.2537,18,339.300068269656
13430,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,18,354.020309131711
13431,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,18,359.93036892125804
13432,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,18,363.6013577995884
13433,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0.0,18,377.0685050776293
13434,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,18,391.3897203916272
13435,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,18,397.9049615236929
13436,3,1,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,19,232.69237795115413
13437,3,1,7,1,0,4,1,1,0.74,0.697,0.66,0.0896,19,239.2076190832199
13438,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.194,19,236.9442006705397
13439,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,19,241.64186696517507
13440,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045,19,248.15710809724075
13441,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,19,248.44249901850273
13442,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,19,267.7791402385185
13443,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,19,290.3269621689451
13444,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,19,305.0065029418977
13445,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,19,305.89910601555255
13446,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,19,316.8245917111175
13447,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,19,339.6960027188113
13448,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,19,368.6273335177226
13449,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,19,371.21914784296723
13450,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,19,386.2288498810336
13451,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,19,383.34185809332064
13452,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,19,389.85709922538626
13453,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,19,408.4447440308968
13454,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,19,418.89975631895686
13455,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,19,413.3661027516837
13456,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,19,413.4120190656171
13457,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,19,294.73668933377166
13458,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,19,301.2519304658373
13459,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,19,307.16199025538435
13460,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,20,156.0816659523793
13461,3,1,7,1,0,5,1,1,0.66,0.5909,0.89,0.1343,20,175.96437951983063
13462,3,1,7,2,0,5,1,2,0.66,0.5909,0.89,0.0896,20,175.3419984273145
13463,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,20,182.15983023063959
13464,3,1,7,4,0,5,1,2,0.66,0.5909,0.89,0.1642,20,189.88746485761692
13465,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,20,195.7954938372897
13466,3,1,7,6,0,5,1,2,0.66,0.5909,0.89,0.1642,20,202.91794712174834
13467,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.194,20,210.03836959633279
13468,3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,20,237.58410591301973
13469,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,20,258.25001522059995
13470,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,20,265.3724685050586
13471,3,1,7,11,0,5,1,3,0.72,0.697,0.74,0.194,20,282.51751323040355
13472,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,20,257.4152202304788
13473,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,20,262.71806786763284
13474,3,1,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,20,277.72062215423307
13475,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,20,293.1930911581852
13476,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,20,293.04062478302103
13477,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,20,279.7377642253771
13478,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,20,304.78255592215714
13479,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,20,294.13352176900617
13480,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,20,296.5411090088321
13481,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,20,300.8161120590968
13482,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.194,20,310.8317949310094
13483,3,1,7,23,0,5,1,2,0.62,0.5758,0.83,0.2836,20,319.16664171037974
13484,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,21,165.0477199921844
13485,3,1,7,1,0,6,0,2,0.62,0.5758,0.83,0.2537,21,177.18559918266098
13486,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,21,161.82372979475144
13487,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,21,167.73175877442424
13488,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,21,173.82636747199356
13489,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,21,179.73439645166636
13490,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,21,186.24963758373204
13491,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,21,198.99472892660157
13492,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,21,212.99293072695184
13493,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.194,21,218.2957783641059
13494,3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,21,212.31060211199494
13495,3,1,7,11,0,6,0,2,0.6,0.5606,0.83,0.2537,21,237.42555398451012
13496,3,1,7,12,0,6,0,3,0.6,0.5606,0.83,0.2239,21,237.10576356325336
13497,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,21,242.40861120040736
13498,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,21,245.62926143795087
13499,3,1,7,15,0,6,0,3,0.6,0.5455,0.88,0.2537,21,245.91465235921274
13500,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,21,251.21749999636685
13501,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,21,257.12755978591383
13502,3,1,7,18,0,6,0,2,0.6,0.5455,0.88,0.194,21,270.477832471302
13503,3,1,7,19,0,6,0,2,0.6,0.5455,0.88,0.1642,21,276.38789226084896
13504,3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,21,276.67328318211094
13505,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,21,289.41837452498044
13506,3,1,7,22,0,6,0,2,0.6,0.5455,0.88,0.1045,21,294.7212221621345
13507,3,1,7,23,0,6,0,2,0.6,0.5455,0.88,0.0,21,299.11426697563627
13508,3,1,7,0,0,0,0,2,0.6,0.5455,0.88,0.1045,22,142.01828697043558
13509,3,1,7,1,0,0,0,2,0.6,0.5455,0.88,0.1642,22,149.74592159741297
13510,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,22,155.048769234567
13511,3,1,7,3,0,0,0,2,0.6,0.5455,0.88,0.1045,22,161.56401036663274
13512,3,1,7,4,0,0,0,1,0.6,0.5455,0.88,0.0,22,172.18690539093825
13513,3,1,7,5,0,0,0,1,0.6,0.5455,0.88,0.0,22,178.702146523004
13514,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896,22,197.06161555313489
13515,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0.0,22,201.757251037896
13516,3,1,7,8,0,0,0,2,0.64,0.5909,0.78,0.0,22,220.64235269960744
13517,3,1,7,9,0,0,0,2,0.66,0.6212,0.69,0.0,22,249.3984348278652
13518,3,1,7,10,0,0,0,2,0.66,0.6212,0.74,0.0,22,248.43071529164635
13519,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0.0,22,254.94595642371203
13520,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,22,279.3691187891384
13521,3,1,7,13,0,0,0,2,0.7,0.6515,0.65,0.0896,22,293.0647299182293
13522,3,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,22,313.387331591981
13523,3,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045,22,319.90257272404676
13524,3,1,7,16,0,0,0,1,0.74,0.697,0.66,0.1045,22,331.3302703749205
13525,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,22,340.27029849680946
13526,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,22,345.5731461339635
13527,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,22,341.1895622125936
